gene_id	perc_covered	lovcov_positions
4763	99.2938997569163	chr17:31095309-31095369
477	100	
4771	82.2922324823465	chr22:29673268-29673486 chr22:29674835-29674941
4772	32.8428093645485	chr18:79396224-79396351 chr18:79400391-79400479 chr18:79410402-79411501 chr18:79486247-79486937
4773	93.0440771349862	chr20:51542369-51542499 chr20:51562559-51562629
4774	85	chr1:61077625-61077628 chr1:61081943-61082047 chr1:61082760-61082818 chr1:61426464-61426556
4775	96.9679300291545	chr16:68085681-68085784
4776	57.7492596248766	chr14:24368311-24368440 chr14:24369498-24370594 chr14:24375659-24375715
4778	100	
4779	100	
478	97.7735368956743	chr19:41966936-41966965 chr19:41993392-41993431
4780	97.4766867800329	chr2:177264531-177264576
4781	68.0432645034415	chr9:14102421-14102510 chr9:14112998-14113081 chr9:14116180-14116346 chr9:14300185-14300210 chr9:14305977-14306018 chr9:14307907-14307922 chr9:14321940-14321958 chr9:14398523-14398631 chr9:14531946-14532042
4782	73.8651102464332	chr19:3359682-3359685 chr19:3366636-3366666 chr19:3435082-3435207 chr19:3453762-3453916 chr19:3456549-3456635
4783	100	
4784	84.4375	chr19:12995837-12995864 chr19:13024031-13024034 chr19:13024633-13024684 chr19:13087988-13088136 chr19:13094634-13094649
479	99.6836444163239	chr13:24680743-24680752
4790	100	
4791	87.0091743119266	chr10:102399287-102399497 chr10:102399576-102399718
4792	76.25	chr14:35404417-35404644
4793	84	chr19:38900032-38900211
4794	66.4835164835165	chr6:44264981-44265346
4795	48.6086956521739	chr6:31558021-31558611
4796	60.5572904155657	chr8:144429142-144429336 chr8:144435016-144435170 chr8:144435473-144435550 chr8:144435657-144436418 chr8:144443137-144443321 chr8:144443881-144444024 chr8:144444179-144444275 chr8:144444389-144444414
4798	100	
4799	97.7226866532142	chr9:33347662-33347740
48	100	
480	100	
4800	100	
4801	100	
4802	64.5998558038933	chr1:40766917-40766974 chr1:40770396-40770828
4803	100	
4804	71.3178294573643	chr17:49495417-49495483 chr17:49512707-49513009
4807	0	chr1:160370731-160371133
4808	0	chr1:115837964-115838372
4809	100	
481	100	
4810	86.7	chrX:17375757-17376322 chrX:17635566-17635600 chrX:17719343-17719406
4811	82.5451647183847	chr1:235993644-235993872 chr1:236029549-236029750 chr1:236064854-236065079
4814	83.5497835497836	chr9:93134142-93134217
4815	97.0786516853933	chr12:610345-610357
4817	96.0612691466083	chr1:161118498-161118551
4818	100	
482	100	
4820	98.6615245009074	chr3:42601006-42601064
4821	31.5533980582524	chr20:21511922-21512485
4824	59.4059405940594	chr8:23682603-23682889
4825	39.3857271906052	chr4:84497558-84498228
4826	40.1554404145078	chr20:37522666-37522896
4828	66.5961945031712	chr15:84657995-84658152
4829	100	
483	100	
4830	100	
4831	100	
4832	65.2427184466019	chr16:1771279-1771410 chr16:1771488-1771534
4833	85.8895705521472	chr16:397222-397313
4835	100	
4836	100	
4837	100	
4838	81.4708691499522	chr10:70441474-70441667
4839	92.0825515947467	chr12:6558027-6558137 chr12:6564149-6564248
4841	100	
4842	100	
4843	90.4816513761468	chr17:27760622-27760744 chr17:27762797-27763005
4846	69.0104832523651	chr7:150993803-150993961 chr7:150996403-150996552 chr7:150996762-150996925 chr7:150998538-150998680 chr7:151003150-151003288 chr7:151003310-151003403 chr7:151003656-151003695 chr7:151008929-151009062 chr7:151009397-151009585
4848	100	
4849	82.9311101360246	chr19:54148147-54148535
4850	100	
4851	76.7073487405869	chr9:136502271-136502488 chr9:136504672-136505104 chr9:136508869-136509071 chr9:136514509-136514702 chr9:136522849-136523188 chr9:136523716-136523979 chr9:136544023-136544102 chr9:136545725-136545786
4852	100	
4853	97.9075036652006	chr1:120029905-120029987 chr1:120069333-120069406
4854	54.5220745820832	chr19:15160661-15161714 chr19:15170670-15170825 chr19:15174067-15174400 chr19:15177524-15178090 chr19:15180680-15180828 chr19:15180960-15181162 chr19:15181575-15181801 chr19:15184905-15185019 chr19:15187880-15187994 chr19:15192376-15192519 chr19:15200787-15200905
4855	86.2793776895068	chr6:32195436-32196150 chr6:32203769-32203882
4856	78.9620018535681	chr8:119416743-119416969
4857	89.7030953885028	chr14:26596572-26596597 chr14:26597300-26597436
4858	11.3283884018881	chr19:45939862-45940945 chr19:45961009-45961153 chr19:45973266-45973351
486	91.1504424778761	chr11:117827994-117828013
4860	100	
4861	51.457399103139	chr19:47021611-47021847 chr19:47035963-47036129 chr19:47045190-47045651
4862	92.7054108216433	chr2:100993346-100993527
4863	100	
4864	98.4981874676333	chr18:23586286-23586343
4867	100	
4868	93.422103861518	chr19:35846007-35846194 chr19:35851779-35851837
4869	100	
487	100	
4878	100	
4879	100	
488	96.2389380530973	chr12:110281789-110281907
4880	76.2402088772846	chr2:231926159-231926249
4881	72.0074812967581	chr1:153679108-153679829 chr1:153689805-153689980
4882	100	
4883	47.8405315614618	chr5:32690884-32690933 chr5:32710662-32710783 chr5:32711776-32712545
4884	65.8742331288344	chr17:80476002-80476446
4885	67.1790930053805	chr7:98617461-98617887
4886	100	
4887	100	
4889	100	
489	86.1438313701178	chr17:3928662-3928780 chr17:3929327-3929445 chr17:3945059-3945148 chr17:3964173-3964291
4891	91.9619249074564	chr12:50981725-50981803 chr12:51009116-51009138 chr12:51028176-51028225
4892	100	
4893	100	
4897	100	
4898	100	
4899	96.3291139240506	chr7:129744172-129744229
49	56.2549173878836	chr22:50744652-50745207
490	100	
4900	0	chr11:124740084-124740099 chr11:124745502-124745724
4901	53.3519553072626	chr14:24081235-24081568
4902	28.5234899328859	chr19:5827748-5828173
4904	82.9938900203666	chr1:42682565-42682731
4905	34.2641843971631	chr17:46590775-46590787 chr17:46624243-46624329 chr17:46626612-46626712 chr17:46630410-46630450 chr17:46637375-46637542 chr17:46640053-46640161 chr17:46640642-46640718 chr17:46643103-46643259 chr17:46674413-46674613 chr17:46692902-46693068 chr17:46693846-46693921 chr17:46694474-46694662 chr17:46704758-46704854
4907	80.3921568627451	chr6:85450139-85450478
4908	100	
4909	0	chr19:49061364-49061997
491	95.3760162601626	chr3:10332029-10332037 chr3:10336128-10336300
4913	87.4049945711184	chr16:2047708-2047823
4914	66.5900383141762	chr1:156860934-156861146 chr1:156868504-156868647 chr1:156873632-156873959 chr1:156881456-156881642
4915	99.2	chr9:84761219-84761239
4916	97.9003558718861	chr15:87885693-87885735 chr15:87916545-87916560
4917	26.8153230417381	chr16:2471701-2472629 chr16:2473755-2474105
4919	96.7502649240551	chr1:63774417-63774508
492	94.5544554455445	chrX:153536247-153536455
4920	85.4276663146779	chr9:91733121-91733436 chr9:91949866-91949963
4921	100	
4922	100	
4923	43.298969072165	chr20:62709207-62709921
492307	92.2297297297297	chr8:49074509-49074531
492311	100	
4924	100	
4925	99.687255668491	chr11:17291362-17291365
4926	100	
4927	100	
4928	98.3217282628102	chr11:3704745-3704838
4929	90.8485856905158	chr2:156327850-156328014
493	100	
4931	96.9357249626308	chr1:224301690-224301771
4935	79.4934640522876	chrX:9765567-9765817
493753	56.140350877193	chr2:98608306-98608405
4938	96.831955922865	chr12:112931877-112931922
493829	26.1111111111111	chr16:31214738-31215128 chr16:31219094-31219190 chr16:31224180-31224755
493856	100	
493860	98.8639852625115	chr11:32700790-32700826
493861	100	
493869	100	
4939	100	
493901	100	
493911	100	
4940	79.5731707317073	chr12:112938530-112938707 chr12:112948860-112949205 chr12:112963312-112963457
494115	100	
494118	100	
494119	14.4954128440367	chrX:143712034-143712499
494143	100	
494188	100	
494197	100	
4942	100	
4943	93.7984496124031	chrX:48539797-48539932
494470	100	
494513	87.0809484873263	chr2:178451840-178451870 chr2:178452443-178452569
494514	0	chr18:657742-658247
494551	100	
4946	66.2337662337662	chr19:2269598-2269744 chr19:2272734-2272820
4947	96.3541666666667	chr15:64703028-64703048
4948	100	
495	96.4536741214058	chr19:35558576-35558686
4951	100	
4952	98.5364068788877	chrX:129540439-129540478
4953	100	
4956	100	
4957	92.495126705653	chr9:128455196-128455228 chr9:128456091-128456255 chr9:128456544-128456576
4958	100	
496	81.5402038505096	chr13:113649373-113649535
4967	95.8308157099698	chr7:44647443-44647534 chr7:44656317-44656362
4968	78.3505154639175	chr3:9765758-9766135
4969	83.3025830258303	chr9:92404495-92404675
497189	100	
497190	69.0079652425778	chr16:74412153-74412246 chr16:74418058-74418298 chr16:74420500-74420592
4973	100	
4974	100	
4975	0	chr11:77102839-77103331
4976	98.9278752436647	chr3:193593377-193593409
497661	100	
4978	97.5330396475771	chr11:132435158-132435185
498	100	
4982	100	
4983	100	
4985	31.283422459893	chr1:28812383-28812610 chr1:28862741-28863283
49854	100	
49855	97.5040821087007	chr15:76793232-76793266 chr15:76857808-76857879
49856	94.9820788530466	chr1:3649930-3649999
4986	79.0754257907543	chr8:53250780-53251037
49860	100	
49861	100	
4987	50.2843216896832	chr20:64098275-64098886
4988	57.9742336739227	chr6:154010512-154010559 chr6:154039160-154039305 chr6:154039410-154039834 chr6:154091808-154091889 chr6:154107464-154107563 chr6:154107615-154107621 chr6:154107747-154107795 chr6:154108015-154108045 chr6:154110354-154110411
4990	100	
4991	100	
4992	98.043254376931	chr16:3191319-3191337
4993	100	
4994	100	
4995	0	chr17:3277969-3278935
4998	100	
4999	100	
50	100	
5000	100	
5001	100	
5002	72.744970798183	chr11:2902595-2902718 chr11:2909195-2909356 chr11:2909577-2909710
5003	0	chr11:2888179-2888635 chr11:2899395-2899701
5004	89.0522875816993	chr9:114326291-114326357
5005	89.0522875816993	chr9:114333068-114333134
5007	85.1107465135357	chr11:59615302-59615664
5008	100	
5009	100	
501	88.2173382173382	chr5:126595006-126595198
5010	63.7958532695375	chr3:170419066-170419292
5013	100	
5015	100	
5016	100	
5017	100	
5018	100	
5019	92.4517261556466	chr5:41843574-41843580 chr5:41851690-41851711 chr5:41869644-41869743
5020	14.9606299212598	chr20:3071655-3071775 chr20:3072076-3072278
5021	21.2457337883959	chr3:8767265-8768187
5023	100	
5024	94.6102819237148	chr11:57347414-57347478
5025	86.608557844691	chr12:121210164-121210298 chr12:121233624-121233657
5026	94.3013270882123	chr17:3690955-3691027
5027	72.2931704608551	chr12:121184304-121184802
5028	100	
5029	100	
5030	100	
5031	79.1021671826625	chr11:73272197-73272466
5032	100	
5033	100	
5034	90.5071521456437	chr17:81860326-81860471
503497	100	
503542	0	chr10:133423225-133423681
503582	87.6050420168067	chr3:121576783-121576900
5036	100	
503614	0	chr8:7495933-7496003 chr8:7509080-7509223
503618	0	chr8:7470355-7470516 chr8:7475010-7475068
5037	76.056338028169	chr12:118136209-118136344
503834	100	
503835	100	
503841	0	chr8:7482603-7482752 chr8:7486333-7486382
504180	0	chr8:7487720-7487790 chr8:7488135-7488177 chr8:7489426-7489551
5042	100	
5045	92.5833333333333	chr15:90875740-90875917
5046	81.3287153652393	chr15:101318318-101318422 chr15:101370334-101370523 chr15:101489373-101489670
5047	61.9307832422586	chr9:135561801-135561897 chr9:135564243-135564354
5048	100	
50484	80.0751879699248	chr8:102238558-102238822
50485	100	
50486	100	
50487	91.2817176317502	chr22:31136907-31137040
50488	71.7209072978304	chr17:4833583-4833640 chr17:4878316-4878382 chr17:4880983-4881040 chr17:4881131-4881257 chr17:4887579-4887790 chr17:4889646-4889763 chr17:4890516-4890735 chr17:4890950-4891124 chr17:4892401-4892512
50489	100	
5049	77.0509977827051	chr11:117171621-117171746 chr11:117174892-117174898 chr11:117175905-117175978
5050	100	
50506	89.1118701964133	chr15:45106831-45106969 chr15:45111110-45111277 chr15:45111383-45111585
50507	90.843989769821	chr11:89490852-89490972 chr11:89491189-89491246
50508	100	
50509	92.2525918944392	chr19:9966535-9966746 chr19:9967346-9967400 chr19:9970621-9970675 chr19:10010297-10010385
5051	100	
50511	100	
50512	75.7393209200438	chr3:127629219-127629289 chr3:127668440-127668597 chr3:127672267-127672480
50515	100	
5052	100	
5053	100	
5054	100	
5055	100	
5058	100	
506	92	chr12:56645836-56645963
50604	100	
50613	100	
50614	31.3219967087219	chr12:132197791-132197959 chr12:132247909-132248027 chr12:132257688-132257886 chr12:132260947-132261122 chr12:132262458-132262625 chr12:132286249-132286430 chr12:132328965-132329203
50615	96.9858156028369	chr16:27403170-27403220
50616	100	
50617	100	
50618	99.9421631000578	chr2:24242204-24242206
50619	73.7808075511274	chr6:35318172-35318471 chr6:35319818-35320017
5062	100	
50624	100	
50626	32.2777777777778	chr8:144450378-144450770 chr8:144452358-144452570 chr8:144453221-144453460 chr8:144462282-144462654
50628	99.6539792387543	chr17:752132-752142
5063	100	
50632	29.4041450777202	chr10:133325826-133326234 chr10:133328854-133328989
50636	79.3494152046784	chr2:241190063-241190171 chr2:241203332-241203498 chr2:241209284-241209428 chr2:241218238-241218381
5064	69.9062233589088	chr19:709146-709151 chr19:727007-727088 chr19:727563-727694 chr19:740351-740483
50640	100	
50649	29.5482728077945	chr2:130836953-130836992 chr2:130913985-130917498 chr2:131040015-131040192 chr2:131044298-131044542
50650	76.4976958525346	chr3:56774999-56775113 chr3:56801702-56801798 chr3:56882291-56882354 chr3:56916308-56916359 chr3:56958822-56958889 chr3:57035087-57035149
50651	96.6497031382527	chr1:8318108-8318186
5066	98.1697171381032	chr5:102987517-102987571
5067	100	
50674	0	chr10:69572398-69573043
5068	100	
5069	91.5205870362821	chr9:116154172-116154587
50700	100	
5071	99.4326241134752	chr6:162727661-162727668
50717	100	
5073	96.9135802469136	chr16:14608280-14608319 chr16:14630106-14630125
5074	46.800731261426	chr12:79604657-79604721 chr12:79689728-79690244
5075	47.8395061728395	chr20:21705712-21705998 chr20:21709221-21709444 chr20:21714470-21714803
5076	92.5016589250166	chr10:100735708-100735733 chr10:100779497-100779583
5077	80.4715840386941	chr2:222296977-222297213 chr2:222298530-222298615
5078	87.59367194005	chr7:127610851-127610985 chr7:127615915-127615928
5079	91.0435497124076	chr9:36840528-36840636
5080	62.2305529522024	chr11:31789629-31790019 chr11:31802628-31802834 chr11:31803583-31803726 chr11:31806848-31806897 chr11:31810827-31810840
50801	51.8518518518519	chr11:64293018-64293207 chr11:64299345-64299726
50804	91.0989010989011	chr15:48178076-48178237
50805	26.8248175182482	chr5:1877968-1878792 chr5:1880065-1880143 chr5:1881807-1882059 chr5:1882602-1882647
50807	94.8961937716263	chr8:130160784-130160793 chr8:130358016-130358143 chr8:130361669-130361707
50808	77.9390420899855	chr9:4740936-4741087
50809	100	
5081	88.0924170616114	chr1:18691753-18691953
50810	86.2459546925566	chr15:83207330-83207414
50813	100	
50814	100	
5082	100	
5083	85.8252427184466	chr14:36662089-36662093 chr14:36666461-36666601
50831	100	
50832	100	
50833	100	
50834	100	
50835	100	
50836	100	
50837	100	
50838	100	
50839	100	
50840	100	
50846	22.0268006700168	chr12:49089858-49090484 chr12:49094209-49094512
50848	100	
50852	100	
50853	100	
50855	100	
50856	100	
50859	96.6642494561276	chr4:167119793-167119838
50861	85.2189781021898	chr20:63641337-63641397 chr20:63653326-63653345
50862	100	
50863	88.1853281853282	chr11:131660993-131661048 chr11:131911068-131911093 chr11:132317654-132317690 chr11:132330152-132330185
50865	100	
5087	81.2591508052709	chr1:164559822-164560013 chr1:164849339-164849402
5089	41.8586789554531	chr6:32186381-32186474 chr6:32187965-32188156 chr6:32188256-32188504 chr6:32189694-32189915
509	100	
5090	84.703196347032	chr9:125747453-125747653
5091	96.1484396963733	chr11:66872023-66872159
5092	75.1789976133652	chr10:70882386-70882485 chr10:70888530-70888533
5093	100	
50937	100	
50939	100	
5094	100	
50940	100	
50943	75.7459831675593	chrX:49257663-49257768 chrX:49258295-49258505
50944	24.3662620986327	chr19:50661964-50662682 chr19:50666191-50669285 chr19:50687581-50687662 chr19:50688843-50688968 chr19:50702466-50702660 chr19:50703499-50703830 chr19:50711370-50711487 chr19:50716664-50716919
50945	88.7969446212603	chrX:80022269-80022444
5095	91.6815742397138	chr13:100089120-100089225 chr13:100449251-100449305 chr13:100491649-100491673
5096	78.7735849056604	chr3:136250375-136250558 chr3:136259175-136259235 chr3:136261951-136262065
50964	34.3167701863354	chr17:43755341-43755763
5097	96.6598150051388	chr5:141869516-141869604 chr5:141878222-141878262
5098	12.7229888926287	chr5:141476116-141478708
5099	16.4287568128731	chr4:30721422-30724641
50999	93.2795698924731	chr1:93156035-93156084
51	100	
5100	18.1592039800995	chr13:52845805-52848436
51000	100	
51001	97.8277734678045	chr8:96239828-96239855
51002	81.8461538461538	chr2:73732583-73732700
51003	100	
51004	89.1246684350133	chr14:73950332-73950495
51005	96.0893854748603	chr16:2520458-2520541
51006	96.9874476987448	chr20:46358690-46358725
51008	77.8242677824268	chr10:72102333-72102412 chr10:72102849-72102967 chr10:72204421-72204505 chr10:72216820-72216853
51009	100	
5101	100	
51010	60.9375	chr9:37784720-37785044
51011	100	
51012	100	
51013	100	
51014	71.5339233038348	chr5:115625600-115625792
51015	65.6319290465632	chr5:129094766-129095075
51016	100	
51018	100	
51019	88.8513513513514	chr12:102025973-102026038
51020	86.3123993558776	chr6:125301848-125301932
51021	100	
51022	80.7073954983923	chr1:193105263-193105382
51023	100	
51024	100	
51025	100	
51026	100	
51027	100	
51028	100	
51029	100	
51030	97.2972972972973	chr17:18781293-18781305 chr17:18801382-18801385
51031	94.5893719806763	chr17:780683-780738
51032	100	
51035	93.9879759519038	chr11:62678864-62678923
5104	100	
51042	50.7352941176471	chr1:26169983-26170183
51043	67.304347826087	chr1:155010919-155011015 chr1:155016219-155016685
51046	100	
5105	100	
51050	100	
51052	62.0300751879699	chr2:237566573-237566673
51053	100	
51056	100	
51057	88.6299718762555	chr2:63359874-63360076 chr2:63571374-63571377 chr2:63588196-63588271
51058	91.0526315789474	chr1:42849658-42849742
51059	100	
5106	98.5185185185185	chr14:24094405-24094434
51060	100	
51061	88.6570178391114	chr16:11703669-11703750 chr16:11742476-11742730
51062	100	
51063	100	
51065	100	
51066	74.9805144193297	chr3:8623548-8623656 chr3:8635299-8635381 chr3:8635758-8635857 chr3:8644730-8644758
51067	100	
51068	93.9114391143911	chr3:161252768-161252866
51069	89.5135135135135	chr6:43059285-43059381
51070	100	
51071	86.6459627329193	chr12:15911383-15911414 chr12:15959828-15959924
51072	79.9429657794677	chr2:31950597-31950717 chr2:32010186-32010264 chr2:32010812-32010822
51073	100	
51074	100	
51075	94.4558521560575	chr11:57724539-57724592
51076	92.5391095066185	chr10:99732348-99732409
51077	100	
51078	86.0171919770774	chr2:241606313-241606473 chr2:241617411-241617415 chr2:241636940-241637017
51079	83.8636363636364	chr19:19527700-19527770
5108	95.1684678957406	chr8:17988951-17988972 chr8:17989858-17989979 chr8:17991541-17991700
51081	100	
51082	96.3951935914553	chr13:27621983-27622009
51083	100	
51084	95.6611570247934	chr13:20525753-20525794
51085	56.4829192546584	chr7:73597181-73597713 chr7:73605909-73606111 chr7:73607330-73607420 chr7:73624199-73624492
51086	100	
51087	75.3399818676337	chr17:7294229-7294500
51088	100	
51090	75.4068716094033	chr16:57284405-57284540
51091	92.4192485168095	chr4:25160255-25160369
51092	100	
51093	100	
51094	100	
51095	100	
51096	79.6318289786223	chr17:51260584-51260926
51097	85.3302611367127	chr1:246724422-246724612
51098	100	
51099	100	
5110	72.2411831626849	chr6:149749727-149749956 chr6:149810615-149810628
51100	100	
51101	87.7828054298643	chr8:78666148-78666164 chr8:78711989-78712106
51102	77.140549273021	chr1:29220837-29220942 chr1:29230730-29230906
51103	100	
51104	100	
51105	100	
51106	100	
51107	100	
51108	78.968253968254	chr16:21597255-21597300 chr16:21599733-21599898
51109	100	
5111	100	
51110	100	
51111	100	
51112	52.7715187021181	chr2:3387623-3388670
51114	100	
51115	84.1836734693878	chr8:86472455-86472479 chr8:86508491-86508620
51116	80.8938547486034	chr9:135500710-135500753 chr9:135500997-135501123
51117	74.9068322981366	chr9:128322858-128322928 chr9:128332152-128332282
51118	100	
51119	100	
51121	100	
51122	100	
51123	100	
51124	100	
51125	100	
51126	100	
51127	100	
51128	100	
51129	74.0228013029316	chr19:8364321-8364639
51130	100	
51131	90.5566600397614	chr13:49496001-49496095
51132	100	
51133	96.6074313408724	chr1:215567685-215567768
51134	100	
51135	100	
51136	100	
51138	89.2028985507246	chr4:83073205-83073353
51141	100	
51142	100	
51143	85.993690851735	chr3:32570345-32570419 chr3:32570624-32570770
51144	100	
51146	100	
51147	100	
51148	89	chr9:128420877-128421074
51149	93.5514918190568	chr5:179858730-179858796
51150	100	
51151	100	
51154	96.0164835164835	chr1:19251835-19251863
51155	85.8885017421603	chr17:75146661-75146684 chr17:75154341-75154397
51156	100	
51157	0	chr19:55642508-55643027
5116	86.438655796381	chr21:46391163-46391376 chr21:46398013-46398130 chr21:46411188-46412067 chr21:46430506-46430657
51160	81.5656565656566	chr8:144424945-144425051 chr8:144426025-144426063
51161	100	
51162	58.1927710843373	chr9:136669605-136669721 chr9:136670949-136671014 chr9:136671925-136672088
51163	87.9488740109556	chr3:138174598-138174795
51164	98.4485190409027	chr5:150731885-150731906
51166	96.6999232540292	chr4:170060927-170060969
51167	100	
51168	60.4616250703697	chr17:18118800-18122409 chr17:18143714-18143796 chr17:18148495-18148568 chr17:18148760-18148952 chr17:18152111-18152184 chr17:18157721-18157900
51170	100	
51171	100	
51172	58.0231065468549	chr16:5030384-5030493 chr16:5033272-5033728 chr16:5033828-5033914
51174	100	
51175	92.9861111111111	chr6:112087232-112087306 chr6:112087409-112087434
51176	99.2319508448541	chr4:108166271-108166280
51177	97.4919093851133	chr1:150150257-150150287
51179	100	
5118	89.8454746136865	chr7:100605675-100605812
51181	58.5464333781965	chr17:82036858-82037013 chr17:82037449-82037547 chr17:82037630-82037682
51182	84.624145785877	chr10:14838402-14838459 chr10:14843370-14843581
51184	84.3248347497639	chr12:110468471-110468636
51185	100	
51186	100	
51187	100	
51188	100	
5119	100	
51191	91.4138153647514	chr4:88457269-88457534
51192	100	
51193	90.6976744186047	chr3:179332988-179333123
51194	96.2638076673164	chr5:62419013-62419127
51195	57.6343072573044	chr17:40177055-40177122 chr17:40177235-40177284 chr17:40177861-40178381 chr17:40181615-40181694 chr17:40191315-40191494
51196	100	
51199	67.4574209245742	chr14:50756491-50758630
51200	100	
51201	82.2164948453608	chr8:17156723-17156853 chr8:17157405-17157416 chr8:17184788-17184815 chr8:17189879-17189914
51202	100	
51203	91.7726252804787	chr15:41377195-41377304
51204	68.7430478309232	chr17:63601083-63601363
51205	83.8945827232797	chr1:147669829-147670048
51206	39.0700160342063	chr19:55014081-55015165 chr19:55025217-55025271
51207	57.3426573426573	chr10:75099030-75099437 chr10:75103893-75104076 chr10:75105668-75105868
51208	88.9328063241107	chr3:138029796-138029907
51209	100	
5121	100	
51213	100	
51218	37.8151260504202	chr14:95535089-95535384
5122	98.272884283247	chr5:96432082-96432121
51222	6.44270593649333	chr14:21090535-21091140 chr14:21091864-21093290
51224	100	
51225	80.6131650135257	chr17:49210724-49210841 chr17:49219857-49219953
51226	82.5545171339564	chr17:48037666-48037777
51227	100	
51228	100	
51230	100	
51231	98.4246575342466	chr19:49982166-49982188
51232	89.386189258312	chr2:36356292-36356623
51233	99.1452991452991	chr22:23608763-23608768
51234	85.8766233766234	chr15:34225114-34225200
51236	35.5385920271416	chr8:144137835-144138428 chr8:144139387-144139552
51237	49.4773519163763	chr5:139388020-139388131 chr5:139389679-139389856
51239	81.8345323741007	chr2:96857887-96857987
51241	100	
51244	100	
51246	89.0501319261214	chr3:48473009-48473014 chr3:48504018-48504094
51247	100	
51248	100	
51249	100	
5125	100	
51250	99.4609164420485	chr6:107030104-107030107
51251	86.6602687140115	chr7:33062567-33062705
51252	18.8968824940048	chr2:96895060-96895087 chr2:96902619-96902707 chr2:96921164-96921262 chr2:96921477-96921654 chr2:96923489-96923583 chr2:96929205-96929320 chr2:96947817-96947902 chr2:96951378-96951484 chr2:96960287-96960440 chr2:96967519-96967627 chr2:96970715-96970777 chr2:96971900-96972322 chr2:96972537-96972606 chr2:96986240-96986313
51253	83.1599479843953	chr1:54225124-54225382
51255	100	
51256	64.5756457564576	chr6:13320712-13321095
51257	100	
51258	100	
51259	69.4690265486726	chr11:61392631-61392665 chr11:61393230-61393332
5126	100	
51260	96.2056303549572	chrX:76173138-76173168
51263	100	
51264	100	
51265	75.8584807492196	chr5:134299696-134299750 chr5:134302139-134302210 chr5:134319357-134319497 chr5:134359896-134360091
51266	100	
51267	100	
51268	100	
5127	86.796785304248	chrX:47218652-47218664 chrX:47223095-47223311
51270	100	
51271	87.0211549456833	chr9:34179014-34179240
51272	95.8333333333333	chr11:207302-207321
51274	100	
51276	100	
51277	100	
51278	0	chr1:181088902-181089886
51279	92.2690131992457	chr12:7099685-7099807
5128	97.6014760147602	chr12:96280241-96280279
51280	100	
51281	83.9148936170213	chr2:240520361-240520533 chr2:240560684-240561077
51282	0	chr20:35953744-35954339 chr20:35954447-35954581
51283	100	
51284	100	
51285	87.0967741935484	chr15:65067732-65067835
51286	100	
51287	100	
51289	0	chr5:33936740-33938150
5129	78.2352941176471	chr1:205523482-205523715 chr1:205528998-205529096
51290	100	
51291	78.0845262440354	chr19:19636916-19637029 chr19:19637364-19637561 chr19:19637919-19638057 chr19:19638158-19638329 chr19:19643510-19643529
51292	92.816091954023	chr14:24234142-24234241
51293	55.7377049180328	chr19:8303854-8304088 chr19:8308148-8308290
51294	100	
51295	92.5556408288565	chr19:11519074-11519170
51296	68.1299885974914	chr11:60950993-60951551
51297	100	
51298	100	
51299	76.1904761904762	chr6:6003168-6003273 chr6:6003702-6003730
513	17.6125244618395	chr19:1241850-1241991 chr19:1242455-1242609 chr19:1244314-1244437
5130	100	
51300	100	
51301	100	
51302	100	
51303	72.3723723723724	chr12:48923551-48923604 chr12:48925299-48925428
51304	74.0327380952381	chr3:44917894-44918143 chr3:44958587-44958685
51305	100	
51306	100	
51307	100	
51308	100	
51309	100	
51310	65.6826568265683	chr14:23346647-23346936 chr14:23351947-23352214
51311	98.1795354676711	chrX:12910385-12910442
51312	79.333986287953	chr8:23529002-23529212
51313	100	
51314	100	
51315	100	
51316	100	
51317	100	
51318	96.1409395973154	chr2:86213627-86213649
51319	100	
5132	100	
51320	61.9071644803229	chr18:51196566-51197320
51321	99.5471014492754	chr17:68247941-68247945
51322	100	
51324	100	
51326	0	chr17:46517114-46517233 chr17:46528768-46528859 chr17:46538350-46538426 chr17:46548311-46549843 chr17:46557355-46557630 chr17:46570758-46570869 chr17:46576174-46576322
51327	100	
51329	22.4242424242424	chr12:122980204-122980745 chr12:122981128-122981299 chr12:122981570-122981879
5133	49.7706422018349	chr2:241852620-241852980 chr2:241858762-241858838
51330	75.8883248730965	chr16:3020397-3020491
51332	66.9852145690588	chr15:41851282-41851369 chr15:41854049-41854205 chr15:41856852-41857039 chr15:41857572-41857710 chr15:41858889-41858980 chr15:41860585-41860758 chr15:41861734-41861923 chr15:41862538-41862660 chr15:41862789-41862903 chr15:41865807-41865903 chr15:41866958-41867126 chr15:41869840-41870020 chr15:41870242-41870353 chr15:41871374-41871520 chr15:41871781-41871917 chr15:41872301-41872459 chr15:41873491-41873608 chr15:41881935-41882145 chr15:41882268-41882469 chr15:41885734-41886366 chr15:41887212-41887441
51333	14.8535564853556	chr16:30417554-30418367
51334	75.0992063492064	chr5:120464486-120464645 chr5:120481203-120481293
51335	100	
51337	18.2829888712242	chr8:142727346-142727859
51338	100	
51339	11.5705765407555	chr14:58638202-58638547 chr14:58645257-58647134
5134	71.3896457765668	chr6:170578635-170578656 chr6:170582257-170582265 chr6:170584298-170584581
51340	95.9797033567525	chr20:20038348-20038450
51341	0	chr19:4047751-4048244 chr19:4053970-4055232
51343	80.718085106383	chr19:3531713-3531816 chr19:3531910-3532095
51347	98.3154121863799	chr12:118150036-118150082
51348	100	
51350	79.2834890965732	chr12:52768712-52769110
51351	100	
5136	99.8402555910543	chr2:182522637-182522639
